BIL,NEGERI,MUKIM/DAERAH,Nama,LATITUD,LONGITUD,,,,
281,Kelantan,Kota Bharu,Pulau Seratus,6.134166667,102.3141667,,,,
282,Kelantan,Kota Bharu,Pulau Pisang,6.192711111,102.2644028,,,,
283,Kelantan,Kota Bharu,Pulau Kundur,6.197347222,102.2567306,,,,
284,Kelantan,Kota Bharu,Pulau Haji Nik Hab,6.196725,102.2635194,,,,
285,Kelantan,Kota Bharu,Pulau Ekor Gajah,6.192347222,102.2587639,,,,
286,Kelantan,Kota Bharu,Pulau Batang,6.193208333,102.2515722,,,,
287,Kelantan,Kota Bharu,Pulau Panjang,6.181102778,102.2971528,,,,
288,Kelantan,Kota Bharu,Pulau Pasir,6.188061111,102.2717722,,,,
289,Kelantan,Kota Bharu,Pulau Earrer,6.123611111,102.3002778,,,,
290,Kelantan,Kota Bharu,Pulau Che Nor,6.185555556,102.295,,,,
291,Kelantan,Kota Bharu,Pulau Pak Amat,6.183611111,102.3008889,,,,
292,Kelantan,Kota Bharu,Pulau Tukang Dollah,6.178888889,102.305,,,,
293,Kelantan,Kota Bharu,Pulau Pelesit,6.181666667,102.3127778,,,,
294,Kelantan,Kota Bharu,Pulau Bernal/Pulau Datok,6.166111111,102.3402778,,,,
295,Kelantan,Kota Bharu,Pulau Layak,6.161111111,102.3375,,,,
296,Kelantan,Kota Bharu,Pulau Dato' Mufti,6.198333333,102.2694444,,,,
297,Kelantan,Kota Bharu,Pulau Kambing,6.1603925,102.2401086,,,,
298,Kelantan,Kota Bharu,Pulau Gorek,6.186027778,102.29575,,,,
299,Kelantan,Kota Bharu,Pulau Pegama,6.195555556,102.2661111,,,,
300,Kelantan,Tumpat,Pulau Ular,6.22775,102.0836944,,,,
301,Kelantan,Tumpat,Pulau Bedar,6.21,102.1713889,,,,
302,Kelantan,Tumpat,Pulau Layang-Layang,6.208944444,102.1715556,,,,
303,Kelantan,Tumpat,Pulau Timun,6.214972222,102.1929722,,,,
304,Labuan,WP Labuan,Pulau Labuan,5.313611111,115.2224167,,,,
305,Labuan,WP Labuan,Pulau Daat,5.275611111,115.313875,,,,
306,Labuan,WP Labuan,Pulau Rusukan Besar,5.187630556,122.1641667,,,,
307,Labuan,WP Labuan,Pulau Karaman,5.226427778,115.1283028,,,,
308,Labuan,WP Labuan,Pulau Rusukan Kechil,5.201144444,115.1467806,,,,
309,Labuan,WP Labuan,Pulau Papan,5.253488889,115.2699861,,,,
310,Labuan,WP Labuan,Pulau Burong,5.237558333,115.1910167,,,,
311,Labuan,WP Labuan,Pulau Layang-Layang,7.375055556,113.8296111,,,,
312,Melaka,Alor Gajah/Port Dickson,Pulau Intan,2.40275,101.8512778,,,,
313,Melaka,Alor Gajah/Port Dickson,Pulau Masjid,2.408305556,101.859225,,,,
314,Melaka,Alor Gajah,Pulau Konet,2.344166667,102.0438611,,,,
315,Melaka,Melaka Tengah,Pulau Upeh,2.192775,102.2031556,,,,
316,Melaka,Melaka Tengah,Pulau Panjang,2.160841667,102.2600194,,,,
317,Melaka,Melaka Tengah,Pulau Menatang,2.151802778,102.3177306,,,,
318,Melaka,Melaka Tengah,Pulau Jawa,2.17975,102.2513778,,,,
319,Melaka,Melaka Tengah,Pulau Dodol,2.082366667,102.3320611,,,,
320,Melaka,Melaka Tengah,Pulau Hanyut,2.079305556,102.3052694,,,,
321,Melaka,Melaka Tengah,Pulau Nangka,2.073855556,102.3340583,,,,
322,Melaka,Melaka Tengah,Pulau Besar,2.113972222,102.3279667,,,,
323,Melaka,Melaka Tengah,Pulau Serimbun,2.120991667,102.3150361,,,,
324,Melaka,Melaka Tengah,Pulau Lalang,2.11615,102.3406944,,,,
325,Melaka,Melaka Tengah,Pulau Undan,2.048091667,102.3337472,,,,
326,Melaka,Jasin,Pulau Burung,2.128830556,102.3585889,,,,
327,Melaka,Jasin,Pulau Anak Burung,2.126213889,102.3491361,,,,
328,Negeri Sembilan,Port Dickson,Pulau Arang-Arang,2.515777778,101.7905833,,,,
329,Negeri Sembilan,Port Dickson,Pulau Burung Batu 2,2.547055556,101.7856389,,,,
330,Negeri Sembilan,Port Dickson,Pulau Burong,2.492166667,101.8274444,,,,
331,Negeri Sembilan,Port Dickson,Pulau Bagan Pinang,2.507825,101.8263056,,,,
332,Negeri Sembilan,Port Dickson,Pulau Payong,2.414055556,101.897,,,,
333,Negeri Sembilan,Port Dickson,Pulau Pelandok,2.417222222,101.8840556,,,,
334,Negeri Sembilan,Port Dickson,Pulau Mengkudu,2.42125,101.9180278,,,,
335,Negeri Sembilan,Port Dickson,Pulaui Tikus,2.421666667,101.9233056,,,,
336,Negeri Sembilan,Port Dickson,Pulau Terumbu,2.464138889,101.8406667,,,,
337,Negeri Sembilan,Port Dickson,Pulau Asam,2.421361111,101.9103333,,,,
338,Pahang,Pekan,Pulau Berhala,3.24495,103.6564833,,,,
339,Pahang,Pekan,Pulau Berembang,3.513336111,103.4583889,,,,
340,Pahang,Pekan,Pulau Syed Hassan,3.519091667,103.4690917,,,,
341,Pahang,Pekan,Pulau Kerengga,3.515747222,103.4464944,,,,
342,Pahang,Pekan,Pulau Ular,3.515611111,103.4422389,,,,
343,Pahang,Pekan,Pulau Beruas,3.515361111,103.4358056,,,,
344,Pahang,Pekan,Pulau Lima Besar,3.509897222,103.4530278,,,,
345,Pahang,Rompin,Pulau Jahat,2.66305,104.1662861,,,,
346,Pahang,Rompin,Pulau Tokong Bahara,2.662461111,104.06345,,,,
347,Pahang,Rompin,Pulau Sembilang,2.696025,103.88605,,,,
348,Pahang,Rompin,Pulau Seri Buat,2.678608333,103.9186944,,,,
349,Pahang,Rompin,Pulau Tioman,2.769036111,104.1538611,,,,
350,Pahang,Rompin,Pulau Tulai Candang,2.909786111,104.1081694,,,,
351,Pahang,Rompin,Pulau Rengis,2.808577778,104.1349778,,,,
352,Pahang,Rompin,Pulau Labas,2.888111111,104.0660472,,,,
353,Pahang,Rompin,Pulau Sepoi,2.897108333,104.0508056,,,,
354,Pahang,Rompin,Pulau Ceben,2.930666667,104.0986,,,,
355,Pahang,Rompin,Pulau Tasu,2.695713889,103.9292889,,,,
356,Pahang,Rompin,Pula Uraja,2.6846,103.902775,,,,
357,Pahang,Rompin,Pulau Tokong Burung Tengah,2.779691667,103.96105,,,,
358,Pahang,Rompin,Pulau Tokong Burung Condong,2.778275,103.9593111,,,,
359,Pahang,Rompin,Pulau Tokong Burung Besar,2.782433333,103.9600806,,,,
360,Pahang,Rompin,Pulau Tengah,2.664466667,103.7517972,,,,
361,Pahang,Rompin,Pulau Aceh,2.670411111,103.7693972,,,,
362,Pahang,Rompin,Pulau Tunus,2.685388889,103.7495111,,,,
363,Pahang,Rompin,Pulau Layak,2.698416667,103.7358056,,,,
364,Pahang,Rompin,Pulau Ducung Darat,2.748263889,103.5621167,,,,
365,Pahang,Rompin,Pulau Ducung Laut,2.75555,103.5594444,,,,
366,Pahang,Rompin,Pulau Soyak,2.875472222,104.1475278,,,,
367,Pahang,Rompin,Pulau Tumok,2.791611111,104.1207222,,,,
368,Pahang,Kuantan,Pulau Lang,4.054972222,103.4098056,,,,
369,Pahang,Kuantan,Pulau Ular,4.055972222,103.408,,,,
370,Perak,Manjung,Pulau Nyamuk,4.061166667,100.5753611,,,,
371,Perak,Manjung,Pulau Nipis,4.058388889,100.5414722,,,,
372,Perak,Manjung,Pulau Rumbia,4.029166667,100.5481944,,,,
373,Perak,Manjung,Pulau Saga,4.007916667,100.5350833,,,,
374,Perak,Manjung,Pulau Lalang,4.005083333,100.5463333,,,,
375,Perak,Manjung,Pulau Boloh,3.995444444,100.5326944,,,,
376,Perak,Manjung,Pulau Jarak,3.977583333,100.0970833,,,,
377,Perak,Manjung,Pulau Landak,4.19575,100.5796389,,,,
378,Perak,Manjung,Pulau Agas,4.073822222,100.5849889,,,,
379,Perak,Manjung,Pulau Tukun Perak,4.127416667,100.5601111,,,,
380,Perak,Manjung,Pulau Simpan,4.207472222,100.5458611,,,,
381,Perak,Manjung,Pulau Anak Pelanduk,4.267194444,100.53575,,,,
382,Perak,Manjung,Pulau Mentagor,4.228972222,100.5331667,,,,
383,Perak,Manjung,Pulau Pangkor,4.228333333,100.55725,,,,
384,Perak,Manjung,Pulau Pangkor Laut,4.191805556,100.5431944,,,,
385,Perak,Manjung,Pulau Talang,4.420305556,100.5756944,,,,
386,Perak,Manjung,Pulau Giam,4.236083333,100.54025,,,,
387,Perak,Manjung,Pulau Katak,4.156611111,100.6192222,,,,
388,Perak,Manjung,Pulau Tukun Terindak,4.272111111,100.53325,,,,
389,Perak,Manjung,Pulau Pelandok,4.267361111,100.5408056,,,,
390,Perak,Manjung,Pulau Dua Besar,4.186166667,100.5373333,,,,
391,Perak,Manjung,Pulau Rusa,4.067388889,100.5783056,,,,
392,Perak,Manjung,Pulau Dua Kecil,4.185638889,100.5395833,,,,
393,Perak,Manjung,Pulau Lalang,4.011416667,100.5435556,,,,
394,Perak,Manjung,Pulau Payung,4.010916667,100.53525,,,,
395,Perak,Larut & Matang,Pulau Terung,4.706805556,100.6043611,,,,
396,Perak,Larut & Matang,Pulau Pasir Hitam,4.599833333,100.6186944,,,,
397,Perak,Larut & Matang,Pulau Sangga Kechil,4.842861111,100.5675556,,,,
398,Perak,Larut & Matang,Pulau Sangga Besar,4.8105,100.59575,,,,
399,Perak,Kerian,Pulau Gula,4.9245,100.4992778,,,,
400,Perak,Kerian,Pulau Kelumpang,4.891,100.5051111,,,,
401,Perak,Kerian,Pulau Selinsing,4.876138889,100.5788333,,,,
402,Perlis,Kayang,Batu Layang,6.3395,100.1415,,,,
403,Pulau Pinang,Barat Daya,Pulau Pinang,5.385183056,100.2516311,,,,
404,Pulau Pinang,Barat Daya,Pulau Jerejak,5.321577778,100.3179861,,,,
405,Pulau Pinang,Barat Daya,Pulau Rimau,5.247833333,100.2729722,,,,
406,Pulau Pinang,Barat Daya,Pulau Kendi,5.232194444,100.179,,,,
407,Pulau Pinang,Barat Daya,Pulau Betong,5.315861111,100.18375,,,,
408,Pulau Pinang,Barat Daya,Pulau Betung Kecil,5.314808333,100.1858611,,,,
409,Pulau Pinang,Timur Laut,Pulau Asmara,5.467738889,100.23535,,,,
410,Pulau Pinang,Timur Laut,Pulau Tikus,5.476361111,100.2972222,,,,
411,Pulau Pinang,Timur Laut,Pulau Asrama,5.364347222,100.3262833,,,,
412,Pulau Pinang,Seberang Perai Selatan,Pulau Betong Kecil,5.278972222,100.3878056,,,,
413,Pulau Pinang,Seberang Perai Selatan,Pulau Aman,5.264833333,100.3897222,,,,
414,Pulau Pinang,Seberang Perai Selatan,Pulau Bakau,5.262355556,100.4063083,,,,
415,Selangor,Klang,Pulau Ketam,3.035803056,101.2492339,,,,
416,Selangor,Klang,Pulau Tengah,2.994373611,101.2373889,,,,
417,Selangor,Klang,Pulau Selat Kering,2.943684444,101.2441056,,,,
418,Selangor,Klang,Pulau Pintu Gedong,2.916969444,101.2459633,,,,
419,Selangor,Klang,Pulau Che Mat Zin,2.943899722,101.2785739,,,,
420,Selangor,Klang,Pulau Mahang,2.971683333,101.2902753,,,,
421,Selangor,Klang,Pulau Klang,3.015452222,101.3045444,,,,
422,Selangor,Klang,Pulau Indah,2.944411111,101.3290872,,,,
423,Selangor,Klang,Pulau Tonggok,2.976161111,101.3761833,,,,
424,Selangor,Klang,Pulau Rusa,3.016697222,101.2685633,,,,
425,Selangor,Klang,Pulau Selat Meriam,2.962411111,101.2760806,,,,
426,Selangor,Kuala Langat,Pulau Carey,2.870972222,101.3661111,,,,
427,Selangor,Kuala Selangor,Pulau Anak Angsa,3.225285,101.2758278,,,,
428,Selangor,Kuala Selangor,Pulau Besar,3.223333333,101.2762222,,,,
429,Selangor,Kuala Selangor,Pulau Jemor,3.217416667,101.2821389,,,,
430,Selangor,Kuala Selangor,Pulau Selatan,3.184,101.2184167,,,,
431,Selangor,Kuala Selangor,Pulau Terukor,3.203333333,101.2738889,,,,
432,Selangor,Kuala Selangor,Pulau Angsa,3.186333333,101.2175,,,,
433,Sarawak,Kuching,Pulau Talang-Talang Besar,1.9167,109.7780111,,,,
434,Sarawak,Kuching,Pulau Talang-Talang Kecil,1.892808333,109.7687222,,,,
435,Sarawak,Kuching,Pulau Sampadi,1.734247222,110.0897056,,,,
436,Sarawak,Kuching,Pulau Lakei,1.670413889,110.2954167,,,,
437,Sarawak,Kuching,Pulau Salak,1.783569444,110.1650306,,,,
438,Sarawak,Kuching,Pulau Satang Besar,1.757811111,110.1658361,,,,
439,Sarawak,Kuching,Pulau Satang kecil,1.753072222,110.1909222,,,,
440,Sarawak,Kuching,Pulau Tukong Ara,1.733786111,110.1916528,,,,
441,Sarawak,Kuching,Pulau Tukong Banun,1.973205556,109.6710972,,,,
442,Sarawak,Kuching,Pulau Gador,1.961388889,109.6554111,,,,
443,Sarawak,Kuching,Pulau Datu,1.681347222,110.2885083,,,,
444,Sarawak,Kuching,Pulau Kalasah,1.793155556,109.7924694,,,,
445,Sarawak,Kuching,Pulau Perongan,1.703844444,110.3057694,,,,
446,Sarawak,Kuching,Pulau Kera,1.750177778,110.4958333,,,,
447,Sarawak,Kuching,Pulau Badar,1.936169444,109.6566778,,,,
448,Sarawak,Kuching,Pulau Kerengga Kecil,1.945461111,109.65785,,,,
449,Sarawak,Kuching,Pulau Kerengga Besar,1.938786111,109.6573917,,,,
450,Sarawak,Kuching,Pulau Kerah,1.984266667,109.6647389,,,,
451,Sarawak,Kuching,Pulau Burong,1.737425,109.8700417,,,,
452,Sarawak,Kuching,Pulau Pancur,1.683327778,110.422475,,,,
453,Sarawak,Kuching,Pulau Tg Rhu,1.984266667,109.6647389,,,,
454,Sarawak,Kuching,Pulau Teluk Nibong,1.737425,109.8700417,,,,
455,Sarawak,Kuching,Pulau Teluk Mengkuang,1.683327778,110.422475,,,,
456,Sarawak,Samarahan,Pulau Burong,1.636369444,110.8051139,,,,
457,Sarawak,Betong,Pulau Triso,1.519483333,110.9855222,,,,
458,Sarawak,Mukah,Pulau Bruit,2.632672222,111.322775,,,,
459,Sarawak,Mukah,Pulau Patok,2.750591667,111.3952639,,,,
460,Sarawak,Limbang,Pulau Limpaku Pinang,4.867716667,114.9969194,,,,
461,Sarawak,Limbang,Pulau Umpul-Umpul,4.849822222,115.0051528,,,,
462,Sarawak,Limbang,Pulau Jai-Jai,4.845544444,114.9874111,,,,
463,Sarawak,Limbang,Pulau Alang Damit,4.987694444,115.1896389,,,,
464,Sarawak,Limbang,Pulau Alang,4.959311111,115.18545,,,,
465,Sarawak,Limbang,Pulau Alang Besar,4.968138889,115.185,,,,
466,Sarawak,Limbang,Pulau Kenawai Besar,4.967,115.1905,,,,
467,Sarawak,Limbang,Pulau Kenawai Damit,4.968083333,115.1946389,,,,
468,Sarawak,Limbang,Pulau Kenawai Baru,4.968555556,115.2049167,,,,
469,Sarawak,Limbang,Pulau Gusu,4.990608333,115.1861167,,,,
470,Sarawak,Limbang,Pulau Langari,4.915277778,115.2373056,,,,
471,Sarawak,Limbang,Pulau Payau,4.914138889,115.2397778,,,,
472,Sarawak,Limbang,Pulau Bumbun,4.920555556,115.24575,,,,
473,Sarawak,Limbang,Pulau Paluan,4.920416667,115.2469444,,,,
474,Sarawak,Limbang,Pulau Lengari,4.919225,115.2496944,,,,
475,Sarawak,Limbang,Pulau Pelait Kecil,4.914166667,115.2770833,,,,
476,Sarawak,Limbang,Pulau Perapat,4.906833333,115.2948611,,,,
477,Sarawak,Limbang,Pulau Perapat Siang-Siang,4.90825,115.3238889,,,,
478,Sarawak,Limbang,Pulau Menggoreng,4.89225,115.3280833,,,,
479,Sabah,Kuala Penyu,Pulau Tanah Panggal,5.313888889,115.3844444,,,,
480,Sabah,Kuala Penyu,Pulau Sinuan,5.304555239,115.3801126,,,,
481,Sabah,Kuala Penyu,Pulau Lumbidan,5.388895378,115.3587321,,,,
482,Sabah,Kuala Penyu,Pulau Malankassan,5.283884003,115.3552218,,,,
483,Sabah,Kuala Penyu,Pulau Balangkasan 1,5.288400433,115.3515747,,,,
484,Sabah,Kuala Penyu,Pulau Balangkasan,5.285186931,115.3527725,,,,
485,Sabah,Kuala Penyu,Pulau Tiga,5.726111111,115.6494444,,,,
486,Sabah,Kuala Penyu,Pulau Kalampunian Besar,5.750833333,115.6741667,,,,
487,Sabah,Papar,Pulau Dinawan,5.846944444,115.9905556,,,,
488,Sabah,Papar,Pulau Layang,5.776155439,115.8888683,,,,
489,Sabah,Papar,Pulau Ampak Ampak,5.834702534,116.0068746,,,,
490,Sabah,Papar,Pulau Dinawan Kecil,5.843247538,115.9889568,,,,
491,Sabah,Papar,Pulau Mantukud,5.837777778,116.0127778,,,,
492,Sabah,Kota Kinabalu,Pulau Sepangar,6.0675,116.0727778,,,,
493,Sabah,Kota Kinabalu,Pulau Peduk,5.813333333,118.1552778,,,,
494,Sabah,Kota Kinabalu,Pulau Manukan,5.975696053,116.0018862,,,,
495,Sabah,Kota Kinabalu,Pulau Sulug,5.959662506,115.9929404,,,,
496,Sabah,Kota Kinabalu,Pulau Mamutik,5.96661267,116.0137221,,,,
497,Sabah,Kota Kinabalu,Pulau Sapi (Sinjatan),6.009264979,116.0056989,,,,
498,Sabah,Kota Kinabalu,Pulau Plompang,6.013294013,116.0701029,,,,
499,Sabah,Kota Kinabalu,Pulau Udar Besar,6.079694239,116.0882171,,,,
500,Sabah,Kota Kinabalu,Pulau Peduk,6.087269459,116.0962682,,,,
501,Sabah,Kota Kinabalu,Pulau Udar Kecil,6.084444444,116.0936111,,,,
502,Sabah,Kota Kinabalu,Pulau Mabgalum,6.201111111,115.5938889,,,,
503,Sabah,Kota Kinabalu,Pulau Gaya,6.019166667,116.0272222,,,,
504,Sabah,Kota Belud,Pulau Mantanani Besar,6.711944444,116.3505556,,,,
505,Sabah,Kota Belud,Pulau Egot,6.306727747,116.30978,,,,
506,Sabah,Kota Belud,Pulau Pandan Pandan,6.350871218,116.308951,,,,
507,Sabah,Kota Belud,Pulau Usukan,6.396638204,116.3352848,,,,
508,Sabah,Kota Belud,Pulau Keramat,6.537118303,116.4932183,,,,
509,Sabah,Kota Belud,Pulau Mantanani Kecil,6.709444444,116.3119444,,,,
510,Sabah,Kota Belud,Pulau Lungisan,6.715833333,116.3358333,,,,
511,Sabah,Kudat,Pulau Tanjung Tiga Papan,7.010833333,116.7280556,,,,
512,Sabah,Kudat,Pulau Kalampunian,7.048055556,116.7494444,,,,
513,Sabah,Kudat,Pulau Limau Limawan,6.823611111,116.8658333,,,,
514,Sabah,Kudat,Pulau Balambangan,7.266666667,116.9333333,,,,
515,Sabah,Kudat,Pulau Kalutan,7.205555556,116.8438889,,,,
516,Sabah,Kudat,Pulau Molleangan Kecil,7.075277778,117.0269444,,,,
517,Sabah,Kudat,Pulau Molleangan Besar,7.085833333,117.05,,,,
518,Sabah,Kudat,Pulau Patanunam,7.104166667,117.0905556,,,,
519,Sabah,Kudat,Pulau Pagassan,7.129166667,117.1002778,,,,
520,Sabah,Kudat,Pulau Laksiang,7.164166667,117.1536111,,,,
521,Sabah,Kudat,Pulau Panukaran,7.1625,117.1730556,,,,
522,Sabah,Kudat,Pulau Bankawan,7.227222222,117.3047222,,,,
523,Sabah,Kudat,Pulau Bilang Bilangan Kechil,7.201944444,117.3252778,,,,
524,Sabah,Kudat,Pulau Latoan,7.267222222,117.3397222,,,,
525,Sabah,Kudat,Pulau Tagajawan,7.296666667,117.2916667,,,,
526,Sabah,Kudat,Pulau Sungur,7.235555556,117.3372222,,,,
527,Sabah,Kudat,Pulau Malundang Kechil,7.321666667,117.3205556,,,,
528,Sabah,Kudat,Pulau Malundagan Besar,7.336111111,117.3297222,,,,
529,Sabah,Kudat,Pulau Kankamat,7.341944444,117.3519444,,,,
530,Sabah,Kudat,Pulau Daunan,7.365555556,117.2025,,,,
531,Sabah,Kudat,Pulau Tiga,7.341111111,117.0480556,,,,
532,Sabah,Kudat,Pulau Guhuan Selatan,7.369722222,117.3277778,,,,
533,Sabah,Kudat,Pulau Mandidarah,6.930833333,117.3325,,,,
534,Sabah,Kudat,Pulau Malawali,7.051944444,117.3058333,,,,
535,Sabah,Kudat,Pulau Silk,6.977777778,117.1988889,,,,
536,Sabah,Kudat,Pulau Tigabu,6.890555556,117.4716667,,,,
537,Sabah,Kudat,Pulau Straggler,7.09,117.4761111,,,,
538,Sabah,Kudat,Pulau Tambulian,6.973055556,117.46,,,,
539,Sabah,Kudat,Pulau Buwaning,6.978888889,117.4961111,,,,
540,Sabah,Kudat,Pulau Tibakan,6.935833333,117.4652778,,,,
541,Sabah,Kudat,Pulau Merigi,6.6675,117.2955556,,,,
542,Sabah,Kudat,Pulau Musa,6.83,117.2705556,,,,
543,Sabah,Kudat,Pulau Sinamgil,6.808055556,117.2588889,,,,
544,Sabah,Kudat,Pulau Bush,6.794166667,117.3175,,,,
545,Sabah,Kudat,Pulau Kalangaan,6.779722222,117.5027778,,,,
546,Sabah,Kudat,Pulau Batu Putih,6.871388889,116.7966667,,,,
547,Sabah,Kudat,Pulau Lingkutan,7.197222222,117.3336111,,,,
548,Sabah,Kudat,Pulau Natron,7.275833333,117.2861111,,,,
549,Sabah,Kudat,Pulau Asan,7.280833333,117.2888889,,,,
550,Sabah,Kudat,Pulau Saripatal,7.279722222,117.2916667,,,,
551,Sabah,Kudat,Pulau Arshad,7.300277778,117.2813889,,,,
552,Sabah,Kudat,Pulau Halun,7.259444444,117.3133333,,,,
553,Sabah,Kudat,Pulau Dicky,7.262222222,117.3097222,,,,
554,Sabah,Kudat,Pulau Patawan,7.316548952,117.314538,,,,
555,Sabah,Kudat,Pulau Kambul 1,7.237735464,117.2890227,,,,
556,Sabah,Kudat,Pulau Tapukan,7.07511171,117.3121075,,,,
557,Sabah,Kudat,Pulau Sibongor Laut,7.225840596,117.3294662,,,,
558,Sabah,Kudat,Pulau Silad,6.65166912,116.571331,,,,
559,Sabah,Kudat,Pulau Batu Laya Laya,6.699926896,116.6289816,,,,
560,Sabah,Kudat,Pulau Kadir,7.285412124,117.2834221,,,,
561,Sabah,Kudat,Pulau Tagas Kecil,7.277896586,117.2625087,,,,
562,Sabah,Kudat,Pulau Tagas Besar,7.277214324,117.2612897,,,,
563,Sabah,Kudat,Pulau Naz,7.2640555,117.302433,,,,
564,Sabah,Kudat,Pulau Nat,7.259831872,117.3058119,,,,
565,Sabah,Kudat,Pulau Manulah,7.23795703,117.2800761,,,,
566,Sabah,Kudat,Pulau Kambal 1,7.236206331,117.2863218,,,,
567,Sabah,Kudat,Pulau Meruntum,5.873562117,116.0474126,,,,
568,Sabah,Kudat,Pulau Maligu,7.21375181,117.2422856,,,,
569,Sabah,Kudat,Pulau Puru Puru,6.856243436,116.858596,,,,
570,Sabah,Kudat,Pulau Meriangan,7.073264672,117.0215334,,,,
571,Sabah,Kudat,Pulau Lipang Kecil,7.079732206,117.0203545,,,,
572,Sabah,Kudat,Pulau Pak Diki,7.088192698,117.0364335,,,,
573,Sabah,Kudat,Pulau Lipang,7.087555867,117.0323098,,,,
574,Sabah,Kudat,Pulau Pak Diki Kecil,7.086718551,117.0306104,,,,
