BIL,NEGERI,MUKIM/DAERAH,Nama,LATITUD,LONGITUD,,,,
575,Sabah,Kudat,Pulau Patanunam Kecil,7.09928993,117.0881586,,,,
576,Sabah,Kudat,Pulau Balak,7.141885116,117.1372493,,,,
577,Sabah,Kudat,Pulau Sauyan,7.183478733,117.2020616,,,,
578,Sabah,Kudat,Pulau Madusian Kecil,7.179234059,117.214005,,,,
579,Sabah,Kudat,Pulau Tanjung Perak,7.184775709,117.2267208,,,,
580,Sabah,Kudat,Pulau Kukuban,6.930117648,117.4064097,,,,
581,Sabah,Kudat,Pulau Lok Manovali,7.074800914,117.313029,,,,
582,Sabah,Kudat,Pulau Hutan Rimba,7.070746584,117.300574,,,,
583,Sabah,Kudat,Pulau Tanjung,7.082642879,117.2768227,,,,
584,Sabah,Kudat,Pulau Mati,7.072920956,117.2598941,,,,
585,Sabah,Kudat,Pulau Lingisan,6.970472039,117.2665567,,,,
586,Sabah,Kudat,Pulau Landayang,6.805645483,117.3517712,,,,
587,Sabah,Kudat,Pulau Mabahok,6.784262955,117.458121,,,,
588,Sabah,Kudat,Pulau Banggi,7.245258333,117.1520806,,,,
589,Sabah,Kota Marudu,Pulau Bintongan,6.580833333,116.7605556,,,,
590,Sabah,Kota Marudu,Pulau Jumat,6.602752764,116.7586453,,,,
591,Sabah,Kota Marudu,Pulau Tanjung Bandau (Totong Sepi),6.587519935,116.76288,,,,
592,Sabah,Kota Marudu,Pulau Sisid,6.576231363,116.7840834,,,,
593,Sabah,Kota Marudu,Pulau Bingkawat,6.575386067,116.7865886,,,,
594,Sabah,Kota Marudu,Pulau Muara Tandek,6.576081193,116.8225039,,,,
595,Sabah,Kota Marudu,Pulau Serampangan,6.575117839,116.8264969,,,,
596,Sabah,Kota Marudu,Pulau Muara Ongkilan,6.563746343,116.8122551,,,,
597,Sabah,Kota Marudu,Pulau Bongon,6.567704673,116.7998191,,,,
598,Sabah,Kota Marudu,Pulau Tokong Soko,6.608507955,116.8593512,,,,
599,Sabah,Kota Marudu,Pulau Muara Bongan,6.563602951,116.7975532,,,,
600,Sabah,Kota Marudu,Pulau Bodi Serampangan,6.565377584,116.8265484,,,,
601,Sabah,Kota Marudu,Pulau Muara Tambun,6.581388889,116.7647222,,,,
602,Sabah,Kota Marudu,Pulau Terusan,6.582222222,116.7713889,,,,
603,Sabah,Beluran,Pulau Tiga Puluh,6.603888889,117.4011111,,,,
604,Sabah,Beluran,Pulau Lankayan,6.507222222,117.9177778,,,,
605,Sabah,Beluran,Pulau Bankuran,6.530555556,117.6880556,,,,
606,Sabah,Beluran,Pulau Tegipil,6.550277778,117.7186111,,,,
607,Sabah,Beluran,Pulau Linkabo,6.025277778,117.7125,,,,
608,Sabah,Beluran,Pulau Tetabuan,6.016666667,117.7002778,,,,
609,Sabah,Beluran,Pulau Kanawi,5.989166667,117.7008333,,,,
610,Sabah,Beluran,Pulau Billean,6.612222222,117.7675,,,,
611,Sabah,Beluran,Pulau Puru-Puru,6.243888889,117.7266667,,,,
612,Sabah,Beluran,Pulau Torongohok,6.043333333,117.6952778,,,,
613,Sabah,Beluran,Pulau Kaniogan,6.220277778,117.6472222,,,,
614,Sabah,Beluran,Pulau Panandawan,6.181388889,117.5966667,,,,
615,Sabah,Beluran,Pulau Gusong,6.037222222,117.7983333,,,,
616,Sabah,Beluran,Pulau Obor-Obor,6.036388889,117.815,,,,
617,Sabah,Beluran,Pulau Maidan Kecil,6.615833333,117.3258333,,,,
618,Sabah,Beluran,Pulau Kaindangan Kecil,6.6175,117.3577778,,,,
619,Sabah,Beluran,Pulau Kaindangan Darat,6.61,117.3619444,,,,
620,Sabah,Beluran,Pulau Kaindangan Besar,6.617222222,117.3536111,,,,
621,Sabah,Beluran,Pulau Maidan Dalam,6.564444444,117.3602778,,,,
622,Sabah,Beluran,Pulau Tataba Darat,6.607222222,117.3777778,,,,
623,Sabah,Beluran,Pulau Guntor Kecil,6.6275,117.3855556,,,,
624,Sabah,Beluran,Pulau Guntor Besar,6.628888889,117.3855556,,,,
625,Sabah,Beluran,Pulau Guntor Darat,6.628055556,117.3875,,,,
626,Sabah,Beluran,Pulau Guntor Dalam,6.628333333,117.3983333,,,,
627,Sabah,Beluran,Pulau Tangkunid Satu,6.561388889,117.4213889,,,,
628,Sabah,Beluran,Pulau Tangkunid Dua,6.560555556,117.4230556,,,,
629,Sabah,Beluran,Pulau Lidah Satu,6.558333333,117.4455556,,,,
630,Sabah,Beluran,Pulau Lidah Dua,6.556666667,117.4544444,,,,
631,Sabah,Beluran,Pulau Liapan,6.6875,117.4333333,,,,
632,Sabah,Beluran,Pulau Lingkabo Kecil,6.016944444,117.7155556,,,,
633,Sabah,Beluran,Pulau Tetabuan Kecil,6.019722222,117.7041667,,,,
634,Sabah,Beluran,Pulau Kanawi Kecil,6.017222222,117.7086111,,,,
635,Sabah,Beluran,Pulau Kanawi Darat,6.015,117.7083333,,,,
636,Sabah,Beluran,Pulau Penandawan Kecil,6.181666667,117.5966667,,,,
637,Sabah,Beluran,Pulau Kaindangan,6.618888889,117.3625,,,,
638,Sabah,Beluran,Pulau Jambongan,6.663529625,117.4493657,,,,
639,Sabah,Beluran,Pulau Mapat Satu,6.611386129,117.3042142,,,,
640,Sabah,Beluran,Pulau Mapat Dua,6.610394512,117.3047276,,,,
641,Sabah,Beluran,Pulau Mapat Tiga,6.610323682,117.3059255,,,,
642,Sabah,Beluran,Pulau Mapat Empat,6.610196188,117.3074087,,,,
643,Sabah,Beluran,Pulau Mapat Lima,6.608963746,117.3083071,,,,
644,Sabah,Beluran,Pulau Mapat,6.611003649,117.302945,,,,
645,Sabah,Beluran,Pulau Maidan,6.621812157,117.3183134,,,,
646,Sabah,Beluran,Pulau Tataba Darat Kecil,6.605454953,117.3789886,,,,
647,Sabah,Beluran,Pulau Panabukan,6.579166667,117.4019444,,,,
648,Sabah,Sandakan,Pulau Tikus,6.069444444,117.9633333,,,,
649,Sabah,Sandakan,Pulau Kawan,6.083055556,117.9980556,,,,
650,Sabah,Sandakan,Pulau Libaran,6.115555556,118.0211111,,,,
651,Sabah,Sandakan,Pulau Libaran 2,6.126666667,118.0266667,,,,
652,Sabah,Sandakan,Pulau Gulisaan,6.149166667,118.0527778,,,,
653,Sabah,Sandakan,Pulau Silingaan,6.175277778,118.0605556,,,,
654,Sabah,Sandakan,Pulau Bakkugaan Kecil,6.166666667,118.1097222,,,,
655,Sabah,Sandakan,Pulau Nunuyan Laut,5.92,118.1097222,,,,
656,Sabah,Sandakan,Pulau Nunuyan Darat,5.903611111,118.0991667,,,,
657,Sabah,Sandakan,Pulau Berhala,5.865,118.145,,,,
658,Sabah,Sandakan,Pulau Bai,5.773888889,118.1047222,,,,
659,Sabah,Sandakan,Pulau Palak,5.7725,118.085,,,,
660,Sabah,Sandakan,Pulau Sangai,5.756666667,118.0205556,,,,
661,Sabah,Sandakan,Pulau Tiong Kecil,5.781111111,118.0225,,,,
662,Sabah,Sandakan,Pulau Tiong Kecil 2,5.779444444,118.0233333,,,,
663,Sabah,Sandakan,Pulau Timbang,5.757777778,117.9744444,,,,
664,Sabah,Sandakan,Pulau Mangkalai Darat,5.766111111,117.9405556,,,,
665,Sabah,Sandakan,Pulau Pakil,5.75,117.8833333,,,,
666,Sabah,Sandakan,Pulau Tigowis,5.748333333,118.135,,,,
667,Sabah,Sandakan,Pulau Puru-Puru,5.746666667,117.9155556,,,,
668,Sabah,Sandakan,Pulau Keramuk,5.739166667,118.0933333,,,,
669,Sabah,Sandakan,Pulau Papahan,5.706666667,118.1316667,,,,
670,Sabah,Sandakan,Pulau Menangin Laut,6.033055556,117.9486111,,,,
671,Sabah,Sandakan,Pulau Banting Besar,6.019722222,117.9394444,,,,
672,Sabah,Sandakan,Pulau Menangin Kecil,6.026666667,117.9527778,,,,
673,Sabah,Sandakan,Pulau Menangin Besar,6.0275,117.9516667,,,,
674,Sabah,Sandakan,Pulau Semangat,5.788888889,118.1516667,,,,
675,Sabah,Sandakan,Pulau Keratang,5.819166667,117.9030556,,,,
676,Sabah,Sandakan,Pulau Paki Kecil,5.755833333,117.9255556,,,,
677,Sabah,Sandakan,Pulau Orang Tua,5.791666667,117.975,,,,
678,Sabah,Sandakan,Pulau Saleng,5.786388889,117.9902778,,,,
679,Sabah,Sandakan,Pulau Arang Laut,5.805833333,117.9758333,,,,
680,Sabah,Sandakan,Pulau Luku,5.804444444,117.9661111,,,,
681,Sabah,Sandakan,Pulau Pandan,5.806111111,117.9563889,,,,
682,Sabah,Sandakan,Pulau Buli,5.806388889,117.9575,,,,
683,Sabah,Sandakan,Pulau Pawang,5.775,117.9488889,,,,
684,Sabah,Sandakan,Pulau Rotan,5.761666667,117.875,,,,
685,Sabah,Sandakan,Pulau Bode Besar,5.765833333,117.905,,,,
686,Sabah,Sandakan,Pulau Lubukan Kecil,5.7275,118.1144444,,,,
687,Sabah,Sandakan,Pulau Silah,5.691666667,118.075,,,,
688,Sabah,Sandakan,Pulau Madang Kecil,5.706944444,118.1175,,,,
689,Sabah,Sandakan,Pulau Marapulut,5.683333333,118.1416667,,,,
690,Sabah,Sandakan,Pulau Silogong Kecil,5.725277778,118.1072222,,,,
691,Sabah,Sandakan,Pulau Pakil Kecil,5.475833333,118.8047222,,,,
692,Sabah,Sandakan,Pulau Pendaras,6.060366666,118.012665,,,,
693,Sabah,Sandakan,Pulau Banting Kecil,6.017101483,117.9355311,,,,
694,Sabah,Sandakan,Pulau Lubukan,5.72172674,118.1132172,,,,
695,Sabah,Sandakan,Pulau Silogong,5.722199731,118.1037695,,,,
696,Sabah,Sandakan,Pulau Sapagaya Kecil,5.709547089,118.0991941,,,,
697,Sabah,Sandakan,Pulau Madang,5.702925034,118.1166042,,,,
698,Sabah,Sandakan,Pulau Kabili,5.792806744,117.9152407,,,,
699,Sabah,Sandakan,Pulau Mangkalai Laut,5.735555436,117.9595165,,,,
700,Sabah,Sandakan,Pulau Duyung,5.813333333,118.1552778,,,,
701,Sabah,Sandakan,Pulau Masang,5.683588375,117.9415083,,,,
702,Sabah,Sandakan,Pulau Solok,5.925,117.6444444,,,,
703,Sabah,Lahad Datu,Pulau Evans,5.39,118.9272222,,,,
704,Sabah,Lahad Datu,Pulau Timur 1,5.233611111,119.2661111,,,,
705,Sabah,Lahad Datu,Pulau Timur 2,5.245,119.2597222,,,,
706,Sabah,Lahad Datu,Pulau Timur 3,4.966666667,118.3333333,,,,
707,Sabah,Lahad Datu,Pulau Kalungan,4.923611111,118.2669444,,,,
708,Sabah,Lahad Datu,Pulau Katung Kalungan,4.947222222,118.2541667,,,,
709,Sabah,Lahad Datu,Pulau Baik,4.940555556,118.2108333,,,,
710,Sabah,Lahad Datu,Pulau Saga,4.9375,118.2208333,,,,
711,Sabah,Lahad Datu,Pulau Saddle,4.928333333,118.2327778,,,,
712,Sabah,Lahad Datu,Pulau Laila,4.925833333,118.2022222,,,,
713,Sabah,Lahad Datu,Pulau Saranga,4.797222222,118.3844444,,,,
714,Sabah,Lahad Datu,Pulau Tabawan,4.763611111,118.3872222,,,,
715,Sabah,Lahad Datu,Pulau Tengah Kecil,4.981666667,118.3691667,,,,
716,Sabah,Lahad Datu,Pulau Tengah Besar,4.981111111,118.365,,,,
717,Sabah,Lahad Datu,Pulau Balundong,4.9925,118.3305556,,,,
718,Sabah,Lahad Datu,Pulau Panabag Besar,4.970277778,118.315,,,,
719,Sabah,Lahad Datu,Pulau Panabag,4.975,118.3183333,,,,
720,Sabah,Lahad Datu,Pulau Ambau,4.976944444,118.3116667,,,,
721,Sabah,Lahad Datu,Pulau Emas,4.969722222,118.2875,,,,
722,Sabah,Lahad Datu,Pulau Giung,4.966388889,118.2875,,,,
723,Sabah,Lahad Datu,Pulau Nunuk,4.9675,118.3075,,,,
724,Sabah,Lahad Datu,Pulau Pak Usop,4.949444444,118.3072222,,,,
725,Sabah,Lahad Datu,Pulau Buang Diri,4.950833333,118.3288889,,,,
726,Sabah,Lahad Datu,Pulau Parapat,4.967222222,118.2355556,,,,
727,Sabah,Lahad Datu,Pulau Malanta,4.932222222,118.2280556,,,,
728,Sabah,Lahad Datu,Pulau Anjan,4.923611111,118.24,,,,
729,Sabah,Lahad Datu,Pulau Kulungan Besar,4.925555556,118.2372222,,,,
730,Sabah,Lahad Datu,Pulau Kulungan Kecil,4.927222222,118.1969444,,,,
731,Sabah,Lahad Datu,Pulau Bud-Bud,4.910277778,118.1733333,,,,
732,Sabah,Lahad Datu,Pulau Malampayau Anak,4.903888889,118.1711111,,,,
733,Sabah,Lahad Datu,Pulau Malampayau,4.851944444,118.1272222,,,,
734,Sabah,Lahad Datu,Pulau Lumpur,4.838888889,118.1688889,,,,
735,Sabah,Lahad Datu,Pulau Labatan,5.451944444,119.1222222,,,,
736,Sabah,Lahad Datu,Pulau Tabun,4.927222222,118.1852778,,,,
737,Sabah,Lahad Datu,Pulau Sakar,4.972932788,118.3476764,,,,
738,Sabah,Lahad Datu,Pulau Pok Pok,4.990238173,118.3476544,,,,
739,Sabah,Lahad Datu,Pulau Sibadju,4.984880458,118.3181546,,,,
740,Sabah,Lahad Datu,Pulau Giam,4.988432159,118.3140546,,,,
741,Sabah,Lahad Datu,Pulau Keramat Giung,4.98168391,118.2908214,,,,
742,Sabah,Lahad Datu,Pulau Adjail,4.954378199,118.2988431,,,,
743,Sabah,Lahad Datu,Pulau Balani,4.953697422,118.296704,,,,
744,Sabah,Lahad Datu,Pulau Balani,4.950648719,118.2949214,,,,
745,Sabah,Lahad Datu,Pulau Buang Diri,4.948754372,118.3221952,,,,
746,Sabah,Lahad Datu,Pulau Pak Karim,4.948369582,118.3095387,,,,
747,Sabah,Lahad Datu,Pulau Kalungan,4.94638643,118.298754,,,,
748,Sabah,Lahad Datu,Pulau Tambisan,4.770277778,118.2358333,,,,
749,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Tagabua,4.788888889,118.2908333,,,,
750,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Tanah,4.803611111,118.3133333,,,,
751,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Bohayan,4.786388889,118.3091667,,,,
752,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Malundangan,4.773333333,118.3044444,,,,
753,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Majinkil,4.765833333,118.3083333,,,,
754,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Bakubang,4.736388889,118.2141667,,,,
755,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Burong,4.7275,118.23,,,,
756,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Marumpun,4.819166667,118.2797222,,,,
757,Sabah,Kunak Gugusan Pulau Bahayan,Pulau Maganting,4.7,118.4,,,,
758,Sabah,Semporna,Pulau Batik Kulambu,4.687777778,118.4194444,,,,
759,Sabah,Semporna,Pulau Batik Kulambu 2,4.713611111,118.4597222,,,,
760,Sabah,Semporna,Pulau Batik,4.680555556,118.54,,,,
761,Sabah,Semporna,Pulau Balusuan,4.662777778,118.5425,,,,
762,Sabah,Semporna,Pulau Tatangan-Tatangan,4.584444444,118.5194444,,,,
763,Sabah,Semporna,Pulau Mata Pahi,4.588888889,118.5155556,,,,
764,Sabah,Semporna,Pulau Mata Pahi 2,4.590555556,118.5058333,,,,
765,Sabah,Semporna,Pulau Mata Pahi 3,4.597222222,118.5208333,,,,
766,Sabah,Semporna,Pulau Mata Pahi 4,4.573333333,118.5022222,,,,
767,Sabah,Semporna,Pulau Selangan,4.593333333,118.4875,,,,
768,Sabah,Semporna,Pulau Puno-Puno,4.55,118.55,,,,
769,Sabah,Semporna,Pulau Bait,4.573888889,118.5791667,,,,
770,Sabah,Semporna,Pulau Silawa,4.562222222,118.6041667,,,,
771,Sabah,Semporna,Pulau Larapan,4.535,118.4919444,,,,
772,Sabah,Semporna,Pulau Penampang,4.513888889,118.4788889,,,,
773,Sabah,Semporna,Pulau Selanga Kecil,4.640555556,118.3472222,,,,
774,Sabah,Semporna,Pulau Pendamit,4.670833333,118.3769444,,,,
775,Sabah,Semporna,Pulau Adal,4.746666667,118.5169444,,,,
776,Sabah,Semporna,Pulau Gatahan,4.761944444,118.4780556,,,,
777,Sabah,Semporna,Pulau Bankawan,4.761388889,118.4866667,,,,
778,Sabah,Semporna,Pulau Bakungan,4.753333333,118.4911111,,,,
779,Sabah,Semporna,Pulau Sibuan,4.651111111,118.6580556,,,,
780,Sabah,Semporna,Pulau Selakan,4.559722222,118.6638889,,,,
781,Sabah,Semporna,Pulau Maiga,4.604722222,118.6872222,,,,
782,Sabah,Semporna,Pulau Tetagan,4.598055556,118.7202778,,,,
783,Sabah,Semporna,Pulau Gaya,4.618333333,118.7363889,,,,
784,Sabah,Semporna,Pulau Bohaydulong,4.599722222,118.7844444,,,,
785,Sabah,Semporna,Pulau Mantabuan,4.635,118.7927778,,,,
786,Sabah,Semporna,Pulau Nusa Kuya,4.482222222,118.7163889,,,,
787,Sabah,Semporna,Pulau Bum Bum,4.474166667,118.6602778,,,,
788,Sabah,Semporna,Pulau Sipanggau,4.370277778,118.6008333,,,,
789,Sabah,Semporna,Pulau Nusa Tengah,4.358611111,118.5897222,,,,
790,Sabah,Semporna,Pulau Menampilik,4.341944444,118.5672222,,,,
791,Sabah,Semporna,Pulau Karindingan,4.3875,118.6566667,,,,
792,Sabah,Semporna,Pulau Omadal,4.423888889,118.7613889,,,,
793,Sabah,Semporna,Pulau Gusungan,4.315,118.5463889,,,,
794,Sabah,Semporna,Pulau Bangau-Bangau,4.498055556,118.5988889,,,,
795,Sabah,Semporna,Pulau Sisipan,4.486944444,118.6919444,,,,
796,Sabah,Semporna,Pulau Pom-Pom,4.596111111,118.8644444,,,,
797,Sabah,Semporna,Pulau Kapale,4.579166667,118.9161111,,,,
798,Sabah,Semporna,Pulau Timba-Timba,4.554444444,118.9227778,,,,
799,Sabah,Semporna,Pulau Kulapuan,4.527777778,118.8483333,,,,
800,Sabah,Semporna,Pulau Bohayen,4.47,118.9338889,,,,
801,Sabah,Semporna,Pulau Mataking,4.576111111,118.9491667,,,,
802,Sabah,Semporna,Pulau Mataking Kechil,4.59,118.9455556,,,,
803,Sabah,Semporna,Pulau Mabul,4.246111111,118.6316667,,,,
804,Sabah,Semporna,Pulau Sipadan,4.115277778,118.6286111,,,,
805,Sabah,Semporna,Pulau Danawan,4.308055556,118.8577778,,,,
806,Sabah,Semporna,Pulau Si Amil,4.313611111,118.8719444,,,,
807,Sabah,Semporna,Pulau Ligitan,4.165277778,118.8811111,,,,
808,Sabah,Semporna,Pulau Selingun,4.317222222,118.4555556,,,,
809,Sabah,Semporna,Pulau Selanga,4.643055556,118.3308333,,,,
810,Sabah,Semporna,Pulau Selanga Kecil,4.640555556,118.3472222,,,,
811,Sabah,Semporna,Pulau Pendamit,4.628055556,118.4266667,,,,
812,Sabah,Semporna,Pulau Mapat,4.6075,118.5336111,,,,
813,Sabah,Semporna,Pulau Jati Kecil,4.609722222,118.5363889,,,,
814,Sabah,Semporna,Pulau Sirongol Kecil,4.602777778,118.5625,,,,
815,Sabah,Semporna,Pulau Sirongol,4.600833333,118.5647222,,,,
816,Sabah,Semporna,Pulau Bakaru,4.516111111,118.5852778,,,,
817,Sabah,Semporna,Pulau Tabu-Tabu,4.513611111,118.5905556,,,,
818,Sabah,Semporna,Pulau Melanta Kecil,4.5675,118.5691667,,,,
819,Sabah,Semporna,Pulau Melanta,4.565277778,118.5658333,,,,
820,Sabah,Semporna,Pulau Limau-Limau,4.56,118.5588889,,,,
821,Sabah,Semporna,Pulau Samal-Samal Kecil,4.4625,118.6369444,,,,
822,Sabah,Semporna,Pulau Samal-Samal Besar,4.463055556,118.6361111,,,,
823,Sabah,Semporna,Pulau Sisipan Kecil,4.491388889,118.6736111,,,,
824,Sabah,Semporna,Pulau Sisipan Kecil Dua,4.491666667,118.6761111,,,,
825,Sabah,Semporna,Pulau Sisipan Besar,4.494444444,118.6763889,,,,
826,Sabah,Semporna,Pulau Sisipan Besar Dua,4.493888889,118.6791667,,,,
827,Sabah,Semporna,Pulau Sisipan Kecil Tiga,4.490277778,118.6830556,,,,
828,Sabah,Semporna,Pulau Nusalalong,4.488055556,118.6844444,,,,
829,Sabah,Semporna,Pulau Timbun Mata,4.633333333,118.4666667,,,,
830,Sabah,Semporna,Pulau Kapalai,4.217450422,118.7014369,,,,
831,Sabah,Semporna,Pulau Lihak Lihak,4.580503482,118.4655302,,,,
832,Sabah,Semporna,Pulau Daisy,4.474264081,118.6274036,,,,
833,Sabah,Semporna,Pulau Sisipan Kecil Empat,4.487162253,118.6867079,,,,
834,Sabah,Semporna,Pulau Sebangkat,4.559722222,118.6638889,,,,
835,Sabah,Semporna,Pulau Simunul,4.473195815,118.6209606,,,,
836,Sabah,Semporna,Pulau Melanta Dua,4.562777778,118.5625,,,,
837,Sabah,Semporna,Pulau Sedam,4.193333333,117.6355556,,,,
838,Sabah,Tawau,Pulau Simandalan,4.260555556,117.6341667,,,,
839,Sabah,Tawau,Pulau Bingkulan,4.421666667,117.6625,,,,
840,Sabah,Tawau,Pulau Sedam Kecil,4.194722222,117.6283333,,,,
841,Sabah,Tawau,Pulau Kalamuning,4.220277778,117.5258333,,,,
842,Sabah,Tawau,Pulau Simandalan,4.277222222,117.6055556,,,,
843,Sabah,Tawau,Pulau Marumar,4.309166667,117.6286111,,,,
844,Sabah,Tawau,Pulau Mar Pigan,4.346388889,117.6219444,,,,
845,Sabah,Tawau,Pulau Kapal Kecil,4.355555556,117.6022222,,,,
846,Sabah,Tawau,Pulau Brantian,4.403055556,117.5958333,,,,
847,Sabah,Tawau,Pulau Sipaku,4.411388889,117.6088889,,,,
848,Sabah,Tawau,Pulau Mapun,4.410555556,117.65,,,,
849,Sabah,Tawau,Pulau Tamba,4.173692199,117.6073782,,,,
850,Sabah,Tawau,Pulau Sino Solan,4.201947978,117.5585112,,,,
851,Sabah,Tawau,Pulau Sebatik,4.210813255,117.7365571,,,,
852,Sabah,Tawau,Pulau Sipaku Kecil,4.397134205,117.6308491,,,,
853,Sabah,Tawau,Tanjung Terasi,4.411009057,117.6373629,,,,
854,Sabah,Tawau,Pulau Kalumpang,4.331111111,118.3433333,,,,
855,Sabah,Pitas,Pulau Lok Barukang,6.790277778,117.2527778,,,,
856,Sabah,Pitas,Pulau Mausar Hujung,6.815555556,117.2638889,,,,
857,Sabah,Pitas,Pulau Lingisan,6.673333333,117.2811111,,,,
858,Sabah,Pitas,Pulau Lingkutan,6.646666667,117.2927778,,,,
859,Sabah,Pitas,Pulau Gusung Malanta,6.824722222,117.0230556,,,,
860,Sabah,Pitas,Pulau Tangah,6.83,117.0291667,,,,
861,Sabah,Pitas,Pulau Sunsuban,6.663459765,117.2914367,,,,
862,Sabah,Pitas,Pulau Boboli Asibi,6.662268794,117.28762,,,,
863,Sabah,Pitas,Pulau Dalima,6.657378457,117.2869683,,,,
864,Sabah,Pitas,Pulau Sipindung,6.86438328,117.557031,,,,
865,Sabah,Pitas,Pulau Lingkuton,6.645588735,117.281425,,,,
866,Sabah,Pitas,Pulau Sinamgil Kecil,6.790277778,117.2527778,,,,
867,Sabah,Putatan,Pulau Meruntum,5.873562117,116.0474126,,,,
868,Sabah,Kinabatangan,Pulau Segama Kecil,5.464253872,118.8009772,,,,
869,Sabah,Kinabatangan,Pulau Segama Besar,5.454884452,118.8004781,,,,
870,Sabah,Kinabatangan,Pulau Segama,5.244444444,119.2658333,,,,
871,Sabah,Penampang,Pulau Meruntum,5.8725,116.0413889,,,,
